L1,L2,L3,L4,L5,L6,ID,L1_Name,L2_Name,L3_Name,L4_Name,L5_Name,L6_Name,LID_Name
39034,39038,39139,39638,,,39638,Industrial Supplies,Hand Tools,Hammers & Striking Tools,Sledges,,,Sledges
39034,39038,39139,39641,,,39641,Industrial Supplies,Hand Tools,Hammers & Striking Tools,Ball Pein Hammers,,,Ball Pein Hammers
39034,39038,39139,39644,,,39644,Industrial Supplies,Hand Tools,Hammers & Striking Tools,Soft Face & Split Head Hammers,,,Soft Face & Split Head Hammers
39034,39038,39140,39648,,,39648,Industrial Supplies,Hand Tools,Punches Chisels & Hand Drills,Chisels,,,Chisels
39034,39038,39140,39650,,,39650,Industrial Supplies,Hand Tools,Punches Chisels & Hand Drills,Hand Held Punches,,,Hand Held Punches
39034,39038,39140,39652,,,39652,Industrial Supplies,Hand Tools,Punches Chisels & Hand Drills,Punch & Chisel Sets,,,Punch & Chisel Sets
39034,39038,39141,39655,,,39655,Industrial Supplies,Hand Tools,Other Tools,Filers,,,Filers
39034,39039,39145,39658,,,39658,Industrial Supplies,Power Tools,Heat Guns & Air Blower,Air Blowers,,,Air Blowers
39034,39039,39146,39674,,,39674,Industrial Supplies,Power Tools,Power Drills,Hammer Drills,,,Hammer Drills
39034,39039,39146,39676,,,39676,Industrial Supplies,Power Tools,Power Drills,Electric Drills,,,Electric Drills
39034,39039,39158,39705,,,39705,Industrial Supplies,Power Tools,Power Saws,Circular Saw,,,Circular Saw
39034,39039,39158,39707,,,39707,Industrial Supplies,Power Tools,Power Saws,Concrete Power Cutters,,,Concrete Power Cutters
39034,39039,39158,39709,,,39709,Industrial Supplies,Power Tools,Power Saws,Jig Saw,,,Jig Saw
39034,39039,39159,39711,,,39711,Industrial Supplies,Power Tools,Demolition Tools,Demolition Robots,,,Demolition Robots
39034,39039,39159,39713,,,39713,Industrial Supplies,Power Tools,Demolition Tools,Demolition Hammers,,,Demolition Hammers
39034,39039,39160,39715,,,39715,Industrial Supplies,Power Tools,Masonry,Electric Rebar Cutters and Benders,,,Electric Rebar Cutters and Benders
39034,39039,39161,39717,,,39717,Industrial Supplies,Power Tools,Threading Equipment,Manual Pipe Threaders,,,Manual Pipe Threaders
39034,39039,39163,39719,,,39719,Industrial Supplies,Power Tools,Soldering & Welding,Soldering Guns Machines,,,Soldering Guns Machines
39034,39039,39163,39721,,,39721,Industrial Supplies,Power Tools,Soldering & Welding,Soldering & Welding Accessories,,,Soldering & Welding Accessories
39034,39040,39165,39723,,,39723,Industrial Supplies,Spare Parts,Electronics Spares,PCB Boards,,,PCB Boards
39034,39040,39165,39725,,,39725,Industrial Supplies,Spare Parts,Electronics Spares,Diodes,,,Diodes
39034,39040,39165,39727,,,39727,Industrial Supplies,Spare Parts,Electronics Spares,Transistors,,,Transistors
39034,39040,39165,39729,,,39729,Industrial Supplies,Spare Parts,Electronics Spares,Oscillators,,,Oscillators
39034,39040,39165,39731,,,39731,Industrial Supplies,Spare Parts,Electronics Spares,Antennas,,,Antennas
39034,39040,39165,39733,,,39733,Industrial Supplies,Spare Parts,Electronics Spares,Limit Switches,,,Limit Switches
39034,39040,39165,39735,,,39735,Industrial Supplies,Spare Parts,Electronics Spares,Relays,,,Relays
39034,39040,39165,39737,,,39737,Industrial Supplies,Spare Parts,Electronics Spares,DIP Switch,,,DIP Switch
39034,39040,39165,39739,,,39739,Industrial Supplies,Spare Parts,Electronics Spares,Solenoids,,,Solenoids
39034,39040,39165,39741,,,39741,Industrial Supplies,Spare Parts,Electronics Spares,Vacuum Tubes,,,Vacuum Tubes
39034,39040,39165,39743,,,39743,Industrial Supplies,Spare Parts,Electronics Spares,Connectors,,,Connectors
39034,39040,39166,39747,,,39747,Industrial Supplies,Spare Parts,Mechanical Spares,Clutch Plates,,,Clutch Plates
39034,39040,39166,39749,,,39749,Industrial Supplies,Spare Parts,Mechanical Spares,Belts,,,Belts
39034,39040,39166,39753,,,39753,Industrial Supplies,Spare Parts,Mechanical Spares,Springs,,,Springs
39034,39040,39166,39755,,,39755,Industrial Supplies,Spare Parts,Mechanical Spares,Handles,,,Handles
39034,39041,39168,39757,,,39757,Industrial Supplies,Construction,Construction Material,Pipes & Fitting,,,Pipes & Fitting
39034,39041,39167,39759,,,39759,Industrial Supplies,Construction,Construction Machines,Cement Vibrator,,,Cement Vibrator
39034,39041,39167,39761,,,39761,Industrial Supplies,Construction,Construction Machines,Cement,,,Cement
39034,39042,39186,39767,,,39767,Industrial Supplies,Machines,Sanders & Grinders,Disc Sanders,,,Disc Sanders
39034,39042,39186,39769,,,39769,Industrial Supplies,Machines,Sanders & Grinders,Sander Grinder Wire Brushes,,,Sander Grinder Wire Brushes
39034,39042,39186,39771,,,39771,Industrial Supplies,Machines,Sanders & Grinders,Bench Grinders,,,Bench Grinders
39034,39043,39208,39773,,,39773,Industrial Supplies,Laboratory Supplies,Laboratory Equipment,Centrifuges,,,Centrifuges
39034,39043,39208,39775,,,39775,Industrial Supplies,Laboratory Supplies,Laboratory Equipment,Laboratory Blenders,,,Laboratory Blenders
39034,39043,39208,39777,,,39777,Industrial Supplies,Laboratory Supplies,Laboratory Equipment,Laboratory Ovens,,,Laboratory Ovens
39034,39043,39208,39779,,,39779,Industrial Supplies,Laboratory Supplies,Laboratory Equipment,Microscopes,,,Microscopes
39034,39043,39208,39781,,,39781,Industrial Supplies,Laboratory Supplies,Laboratory Equipment,Spectrometers,,,Spectrometers
39034,39043,39209,39785,,,39785,Industrial Supplies,Laboratory Supplies,Labware,Beakers,,,Beakers
39034,39043,39209,39787,,,39787,Industrial Supplies,Laboratory Supplies,Labware,Laboratory Flasks,,,Laboratory Flasks
39034,39043,39209,39789,,,39789,Industrial Supplies,Laboratory Supplies,Labware,Pipettes,,,Pipettes
39034,39043,39209,39791,,,39791,Industrial Supplies,Laboratory Supplies,Labware,Test Tubes,,,Test Tubes
14950,40038,40038,40038,,,40038,Automotive,Bike Accessories,,,,,Bike Accessories
14950,40040,40040,40040,,,40040,Automotive,Car Care & Tool Kits,,,,,Car Care & Tool Kits
14950,40043,40043,40043,,,40043,Automotive,Car Interior Accessories,,,,,Car Interior Accessories
14950,40046,40046,40046,,,40046,Automotive,Comfort & Safety,,,,,Comfort & Safety
14950,40048,40048,40048,,,40048,Automotive,Riding Gear & Accessories,,,,,Riding Gear & Accessories
14950,40051,40051,40051,,,40051,Automotive,Tyres & Alloys,,,,,Tyres & Alloys
14950,40054,40054,40054,,,40054,Automotive,Bike Accessories Combos,,,,,Bike Accessories Combos
14950,40038,40121,40121,,,40121,Automotive,Bike Accessories,Anti Puncture Liquid,,,,Anti Puncture Liquid
14950,40038,40133,40133,,,40133,Automotive,Bike Accessories,Body Covers,,,,Body Covers
14950,40038,40135,40135,,,40135,Automotive,Bike Accessories,Engine & Fuel Treatment,,,,Engine & Fuel Treatment
14950,40038,40144,40144,,,40144,Automotive,Bike Accessories,Foot Rest,,,,Foot Rest
14950,40038,40164,40164,,,40164,Automotive,Bike Accessories,Handle Bar & Grips,,,,Handle Bar & Grips
14950,40038,40169,40169,,,40169,Automotive,Bike Accessories,Key Chains,,,,Key Chains
14950,40038,40174,40174,,,40174,Automotive,Bike Accessories,Locks & Alarms,,,,Locks & Alarms
14950,40038,40177,40177,,,40177,Automotive,Bike Accessories,Mudguards,,,,Mudguards
14950,40038,40181,40181,,,40181,Automotive,Bike Accessories,Polish & Waxes,,,,Polish & Waxes
14950,40038,40184,40184,,,40184,Automotive,Bike Accessories,Rear View Mirror,,,,Rear View Mirror
14950,40038,40188,40188,,,40188,Automotive,Bike Accessories,Scratch Remover,,,,Scratch Remover
14950,40038,40194,40194,,,40194,Automotive,Bike Accessories,Spray Paint,,,,Spray Paint
14950,40038,40199,40199,,,40199,Automotive,Bike Accessories,Tool Kits,,,,Tool Kits
14950,40038,40206,40206,,,40206,Automotive,Bike Accessories,Tyre Inflator & Sealer,,,,Tyre Inflator & Sealer
14950,40039,40211,40211,,,40211,Automotive,Car Audio & GPS,Amplifiers,,,,Amplifiers
14950,40039,40215,40215,,,40215,Automotive,Car Audio & GPS,FM Modulator,,,,FM Modulator
14950,40039,40217,40217,,,40217,Automotive,Car Audio & GPS,GPS & Navigation Systems,,,,GPS & Navigation Systems
14950,40039,40219,40219,,,40219,Automotive,Car Audio & GPS,Subwoofers,,,,Subwoofers
14950,40039,40223,40223,,,40223,Automotive,Car Audio & GPS,Stereos,,,,Stereos
14950,40040,40226,40226,,,40226,Automotive,Car Care & Tool Kits,Car Shampoos,,,,Car Shampoos
14950,40040,40228,40228,,,40228,Automotive,Car Care & Tool Kits,Cloth & Microfibers,,,,Cloth & Microfibers
14950,40040,40233,40233,,,40233,Automotive,Car Care & Tool Kits,Dusters & Wipers,,,,Dusters & Wipers
14950,40040,40235,40235,,,40235,Automotive,Car Care & Tool Kits,Fire Extinguishers,,,,Fire Extinguishers
14950,40040,40237,40237,,,40237,Automotive,Car Care & Tool Kits,High Pressure Washers,,,,High Pressure Washers
14950,40040,40239,40239,,,40239,Automotive,Car Care & Tool Kits,Parking Sensors,,,,Parking Sensors
14950,40040,40242,40242,,,40242,Automotive,Car Care & Tool Kits,Polishing Machines,,,,Polishing Machines
14950,40040,40244,40244,,,40244,Automotive,Car Care & Tool Kits,Spray Guns,,,,Spray Guns
14950,40040,40246,40246,,,40246,Automotive,Car Care & Tool Kits,Tool Kits,,,,Tool Kits
14950,40040,40248,40248,,,40248,Automotive,Car Care & Tool Kits,Tyre Inflators,,,,Tyre Inflators
14950,40040,40250,40250,,,40250,Automotive,Car Care & Tool Kits,Vacuum Cleaners,,,,Vacuum Cleaners
14950,40042,40252,40252,,,40252,Automotive,Car Exterior Accessories,Body Covers,,,,Body Covers
14950,40042,40254,40254,,,40254,Automotive,Car Exterior Accessories,Car Lighting,,,,Car Lighting
14950,40042,40256,40256,,,40256,Automotive,Car Exterior Accessories,Door Sill Plates,,,,Door Sill Plates
14950,40042,40260,40260,,,40260,Automotive,Car Exterior Accessories,Foot Step Sill Plates,,,,Foot Step Sill Plates
14950,40042,40262,40262,,,40262,Automotive,Car Exterior Accessories,Grill and Garnish Covers,,,,Grill and Garnish Covers
14950,40042,40264,40264,,,40264,Automotive,Car Exterior Accessories,Hydraulic Jacks,,,,Hydraulic Jacks
14950,40042,40266,40266,,,40266,Automotive,Car Exterior Accessories,Mud Flaps,,,,Mud Flaps
14950,40042,40271,40271,,,40271,Automotive,Car Exterior Accessories,Roof Racks,,,,Roof Racks
14950,40042,40273,40273,,,40273,Automotive,Car Exterior Accessories,Side & Blind Spot Mirrors,,,,Side & Blind Spot Mirrors
14950,40042,40275,40275,,,40275,Automotive,Car Exterior Accessories,Stepney Covers,,,,Stepney Covers
14950,40042,40280,40280,,,40280,Automotive,Car Exterior Accessories,Wiper Blades,,,,Wiper Blades
14950,40043,40291,40291,,,40291,Automotive,Car Interior Accessories,2D Floor Mats,,,,2D Floor Mats
14950,40043,40293,40293,,,40293,Automotive,Car Interior Accessories,Adhesive Tape,,,,Adhesive Tape
14950,40043,40295,40295,,,40295,Automotive,Car Interior Accessories,Baby Seats,,,,Baby Seats
14950,40043,40297,40297,,,40297,Automotive,Car Interior Accessories,Cigarette Lighter,,,,Cigarette Lighter
14950,40043,40299,40299,,,40299,Automotive,Car Interior Accessories,Dashboard Panel & Covers,,,,Dashboard Panel & Covers
14950,40043,40302,40302,,,40302,Automotive,Car Interior Accessories,Fans,,,,Fans
14950,40043,40304,40304,,,40304,Automotive,Car Interior Accessories,Interior Cleaning Accessories,,,,Interior Cleaning Accessories
14950,40043,40306,40306,,,40306,Automotive,Car Interior Accessories,Key Chains,,,,Key Chains
14950,40043,40308,40308,,,40308,Automotive,Car Interior Accessories,Mobile Holders,,,,Mobile Holders
14950,40043,40310,40310,,,40310,Automotive,Car Interior Accessories,Power Supply,,,,Power Supply
14950,40043,40313,40313,,,40313,Automotive,Car Interior Accessories,Refrigerators & Warmers,,,,Refrigerators & Warmers
14950,40043,40316,40316,,,40316,Automotive,Car Interior Accessories,Steering & Gear Knobs,,,,Steering & Gear Knobs
14950,40044,40324,40324,,,40324,Automotive,Car Perfumes & Fresheners,Air Vent,,,,Air Vent
14950,40044,40326,40326,,,40326,Automotive,Car Perfumes & Fresheners,Hanging,,,,Hanging
14950,40044,40329,40329,,,40329,Automotive,Car Perfumes & Fresheners,Spray Based,,,,Spray Based
14950,40046,40331,40331,,,40331,Automotive,Comfort & Safety,Bead Seats,,,,Bead Seats
14950,40046,40334,40334,,,40334,Automotive,Comfort & Safety,Door & Bumper Guard,,,,Door & Bumper Guard
14950,40046,40338,40338,,,40338,Automotive,Comfort & Safety,Mirror Covers,,,,Mirror Covers
14950,40048,40341,40341,,,40341,Automotive,Riding Gear & Accessories,Arm Sleeves,,,,Arm Sleeves
14950,40048,40343,40343,,,40343,Automotive,Riding Gear & Accessories,Face Mask,,,,Face Mask
14950,40048,40345,40345,,,40345,Automotive,Riding Gear & Accessories,Goggles,,,,Goggles
14950,40049,40347,40347,,,40347,Automotive,Spare Parts,Batteries,,,,Batteries
14950,40049,40349,40349,,,40349,Automotive,Spare Parts,Brake Pads,,,,Brake Pads
14950,40049,40351,40351,,,40351,Automotive,Spare Parts,Engine Control Unit,,,,Engine Control Unit
14950,40049,40355,40355,,,40355,Automotive,Spare Parts,Exhaust System,,,,Exhaust System
14950,40049,40359,40359,,,40359,Automotive,Spare Parts,Gear Levers,,,,Gear Levers
14950,40049,40361,40361,,,40361,Automotive,Spare Parts,Indicators,,,,Indicators
14950,40049,40364,40364,,,40364,Automotive,Spare Parts,Mount Rubber,,,,Mount Rubber
14950,40049,40366,40366,,,40366,Automotive,Spare Parts,Oil Filter,,,,Oil Filter
14950,40049,40369,40369,,,40369,Automotive,Spare Parts,Silencers,,,,Silencers
14950,40049,40372,40372,,,40372,Automotive,Spare Parts,Start Buttons,,,,Start Buttons
14950,40051,40374,40374,,,40374,Automotive,Tyres & Alloys,Tyres,,,,Tyres
40441,40442,40442,40442,,,40442,Exclusive Products,Apparel & Accessories,,,,,Apparel & Accessories
14950,40042,40464,40464,,,40464,Automotive,Car Exterior Accessories,Tyre Repair & Tools,,,,Tyre Repair & Tools
14950,40046,40467,40467,,,40467,Automotive,Comfort & Safety,Baby Seats,,,,Baby Seats
14950,40046,40472,40472,,,40472,Automotive,Comfort & Safety,Cushions & Rest,,,,Cushions & Rest
14950,40046,40475,40475,,,40475,Automotive,Comfort & Safety,Steering Covers,,,,Steering Covers
14950,40046,40479,40479,,,40479,Automotive,Comfort & Safety,Tyre Repair & Tools,,,,Tyre Repair & Tools
14950,40048,40484,40484,,,40484,Automotive,Riding Gear & Accessories,Rain Suits,,,,Rain Suits
14950,40049,40487,40487,,,40487,Automotive,Spare Parts,Air Filters,,,,Air Filters
5170,41104,41104,41104,,,41104,Women's Fashion,Designer Wear,,,,,Designer Wear
5170,41104,41109,41109,,,41109,Women's Fashion,Designer Wear,Clothing,,,,Clothing
5170,41104,41112,41112,,,41112,Women's Fashion,Designer Wear,Accessories,,,,Accessories
5170,41104,41115,41115,,,41115,Women's Fashion,Designer Wear,Footwear,,,,Footwear
5028,41129,41137,41137,,,41137,Men's Fashion,Designer Wear,Clothing,,,,Clothing
5028,41129,41139,41139,,,41139,Men's Fashion,Designer Wear,Accessories,,,,Accessories
5028,41129,41142,41142,,,41142,Men's Fashion,Designer Wear,Footwear,,,,Footwear
21984,23096,41350,41350,,,41350,Gifts & Sweets,Personalized Gifts,Photo Frame,,,,Photo Frame
21984,23096,41354,41354,,,41354,Gifts & Sweets,Personalized Gifts,Cards,,,,Cards
21984,23096,41357,41357,,,41357,Gifts & Sweets,Personalized Gifts,Apparels,,,,Apparels
21984,23096,41359,41359,,,41359,Gifts & Sweets,Personalized Gifts,Others,,,,Others
10107,10108,41664,41664,,,41664,Stationery,Pens,Inks & Refills,,,,Inks & Refills
10107,41667,41667,41667,,,41667,Stationery,Writing & Drawing,,,,,Writing & Drawing
10107,41667,41672,41672,,,41672,Stationery,Writing & Drawing,Pencil Box & Geometry Sets,,,,Pencil Box & Geometry Sets
10107,41667,41694,41694,,,41694,Stationery,Writing & Drawing,Markers & Highlighters,,,,Markers & Highlighters
10107,41667,41694,41696,,,41696,Stationery,Writing & Drawing,Markers & Highlighters,Board Markers,,,Board Markers
10107,41667,41694,41698,,,41698,Stationery,Writing & Drawing,Markers & Highlighters,Highlighters,,,Highlighters
10107,41667,41699,41700,,,41700,Stationery,Writing & Drawing,Art Supplies,Chalk & Charcoal,,,Chalk & Charcoal
10107,41667,41699,41705,,,41705,Stationery,Writing & Drawing,Art Supplies,Water Color & Poster Color,,,Water Color & Poster Color
10107,41667,41699,41708,,,41708,Stationery,Writing & Drawing,Art Supplies,Acrylic Paint,,,Acrylic Paint
10107,41667,41699,41712,,,41712,Stationery,Writing & Drawing,Art Supplies,Fabric Paint,,,Fabric Paint
10107,41667,41699,41738,,,41738,Stationery,Writing & Drawing,Art Supplies,Drawing Book,,,Drawing Book
10107,41667,41699,41743,,,41743,Stationery,Writing & Drawing,Art Supplies,Drafting Tools,,,Drafting Tools
10107,41667,41699,41749,,,41749,Stationery,Writing & Drawing,Art Supplies,Drawing Combos,,,Drawing Combos
40441,41752,41752,41752,,,41752,Exclusive Products,Automobiles & Motorcycles,,,,,Automobiles & Motorcycles
10107,41676,41761,41761,,,41761,Stationery,Packaging Supplies,Adhesives,,,,Adhesives
10107,41676,41765,41765,,,41765,Stationery,Packaging Supplies,Labels Tags & Stickers,,,,Labels Tags & Stickers
10107,41676,41767,41767,,,41767,Stationery,Packaging Supplies,General Supplies,,,,General Supplies
40441,41772,41772,41772,,,41772,Exclusive Products,Baby Products,,,,,Baby Products
40441,41774,41774,41774,,,41774,Exclusive Products,Computer & Networking,,,,,Computer & Networking
40441,41777,41777,41777,,,41777,Exclusive Products,Consumer Electronics,,,,,Consumer Electronics
40441,41779,41779,41779,,,41779,Exclusive Products,Electrical Equipment & Supplies,,,,,Electrical Equipment & Supplies
40441,41782,41782,41782,,,41782,Exclusive Products,Electronic Components & Supplies,,,,,Electronic Components & Supplies
40441,41800,41800,41800,,,41800,Exclusive Products,Home Appliances,,,,,Home Appliances
40441,41804,41804,41804,,,41804,Exclusive Products,Jewelry & Watch,,,,,Jewelry & Watch
40441,41806,41806,41806,,,41806,Exclusive Products,Luggage & Bags,,,,,Luggage & Bags
40441,41810,41810,41810,,,41810,Exclusive Products,Phones & Telecommunications,,,,,Phones & Telecommunications
40441,41820,41820,41820,,,41820,Exclusive Products,Special Category,,,,,Special Category
40441,41822,41822,41822,,,41822,Exclusive Products,Tools,,,,,Tools
40441,41825,41825,41825,,,41825,Exclusive Products,Watches,,,,,Watches
10107,41827,41827,41827,,,41827,Stationery,Files & Folders,,,,,Files & Folders
10107,41829,41830,41830,,,41830,Stationery,Paper Supplies,Printer & Copier Paper,,,,Printer & Copier Paper
10107,41829,41845,41845,,,41845,Stationery,Paper Supplies,General Supplies,,,,General Supplies
6295,6304,42525,42525,,,42525,Home & Kitchen,Home Decor,Pooja Ghar,,,,Pooja Ghar
10107,10112,43113,43113,,,43113,Stationery,Diaries & Notebooks,Notepads & Memo pads,,,,Notepads & Memo pads
10107,10109,43115,43115,,,43115,Stationery,Office Supply,Office Machines,,,,Office Machines
10107,10109,43115,43117,,,43117,Stationery,Office Supply,Office Machines,Binding Machines,,,Binding Machines
10107,10109,43115,43119,,,43119,Stationery,Office Supply,Office Machines,Printer & Scanner,,,Printer & Scanner
10107,10109,43115,43121,,,43121,Stationery,Office Supply,Office Machines,Impulse Sealers,,,Impulse Sealers
10107,10109,43123,43123,,,43123,Stationery,Office Supply,Presentation Supplies,,,,Presentation Supplies
5170,5267,43667,43667,,,43667,Women's Fashion,Jewellery,Semi Precious Jewellery,,,,Semi Precious Jewellery
5170,5267,43667,43671,,,43671,Women's Fashion,Jewellery,Semi Precious Jewellery,Pendants & Sets,,,Pendants & Sets
5170,5267,43667,43673,,,43673,Women's Fashion,Jewellery,Semi Precious Jewellery,Rings,,,Rings
5170,5267,43667,43715,,,43715,Women's Fashion,Jewellery,Semi Precious Jewellery,Waistbands & Hathphool,,,Waistbands & Hathphool
5170,5267,43667,43722,,,43722,Women's Fashion,Jewellery,Semi Precious Jewellery,Nose Pin & Nose Ring,,,Nose Pin & Nose Ring
5170,5267,43667,43791,,,43791,Women's Fashion,Jewellery,Semi Precious Jewellery,Brooches,,,Brooches
14950,40047,44212,44212,,,44212,Automotive,Helmets,Full Face,,,,Full Face
14950,40047,44226,44226,,,44226,Automotive,Helmets,Helmet Combos,,,,Helmet Combos
16,46007,46007,46007,,,46007,Recharge or Pay for,Education,,,,,Education
46756,46757,46757,46757,,,46757,MTS-Recharge,Mobile-Prepaid,,,,,Mobile-Prepaid
46756,46818,46818,46818,,,46818,MTS-Recharge,DataCard-Postpaid,,,,,DataCard-Postpaid
10107,41827,46921,46921,,,46921,Stationery,Files & Folders,Clip Files,,,,Clip Files
10107,41827,46925,46925,,,46925,Stationery,Files & Folders,Document Carriers & Bags,,,,Document Carriers & Bags
10107,41827,46928,46928,,,46928,Stationery,Files & Folders,Organizers,,,,Organizers
46756,47464,47464,47464,,,47464,MTS-Recharge,MTS-Landline,,,,,MTS-Landline
6295,47689,47689,47689,,,47689,Home & Kitchen,Gardening,,,,,Gardening
6295,47689,47691,47691,,,47691,Home & Kitchen,Gardening,Fencing & Landscaping,,,,Fencing & Landscaping
6295,47689,47693,47693,,,47693,Home & Kitchen,Gardening,Gardening Equipments,,,,Gardening Equipments
5028,49090,49092,49092,,,49092,Men's Fashion,Eyewear,Sunglasses,,,,Sunglasses
5028,49090,49092,49094,,,49094,Men's Fashion,Eyewear,Sunglasses,Wayfarers,,,Wayfarers
5028,49090,49092,49096,,,49096,Men's Fashion,Eyewear,Sunglasses,Sports Frames,,,Sports Frames
5028,49090,49092,49098,,,49098,Men's Fashion,Eyewear,Sunglasses,Round Frames,,,Round Frames
5028,49090,49092,49100,,,49100,Men's Fashion,Eyewear,Sunglasses,Wrap Around,,,Wrap Around
5028,49090,49101,49102,,,49102,Men's Fashion,Eyewear,Eyeglasses,Full Rim Eyeglasses,,,Full Rim Eyeglasses
5028,49090,49101,49104,,,49104,Men's Fashion,Eyewear,Eyeglasses,Rimless Eyeglasses,,,Rimless Eyeglasses
5028,49090,49101,49107,,,49107,Men's Fashion,Eyewear,Eyeglasses,Reading Eyeglasses,,,Reading Eyeglasses
5028,49090,49109,49109,,,49109,Men's Fashion,Eyewear,Contact Lenses,,,,Contact Lenses
5028,49090,49111,49112,,,49112,Men's Fashion,Eyewear,Eyewear Accessories,Cases & Holders,,,Cases & Holders
5028,49090,49111,49115,,,49115,Men's Fashion,Eyewear,Eyewear Accessories,Others,,,Others
5170,49117,49119,49119,,,49119,Women's Fashion,not in use,not in use,,,,not in use
5170,49120,49121,49121,,,49121,Women's Fashion,Eyewear,Sunglasses,,,,Sunglasses
5170,49120,49121,49123,,,49123,Women's Fashion,Eyewear,Sunglasses,Wayfarers,,,Wayfarers
5170,49120,49121,49126,,,49126,Women's Fashion,Eyewear,Sunglasses,Sports Frames,,,Sports Frames
5170,49120,49121,49128,,,49128,Women's Fashion,Eyewear,Sunglasses,Round Frames,,,Round Frames
5170,49120,49121,49130,,,49130,Women's Fashion,Eyewear,Sunglasses,Wrap Around,,,Wrap Around
5170,49120,49132,49132,,,49132,Women's Fashion,Eyewear,Eyeglasses,,,,Eyeglasses
5170,49120,49132,49134,,,49134,Women's Fashion,Eyewear,Eyeglasses,Rimless Eyeglasses,,,Rimless Eyeglasses
5170,49120,49132,49136,,,49136,Women's Fashion,Eyewear,Eyeglasses,Reading Eyeglasses,,,Reading Eyeglasses
5170,49120,49138,49138,,,49138,Women's Fashion,Eyewear,Contact Lenses,,,,Contact Lenses
5170,49120,49139,49140,,,49140,Women's Fashion,Eyewear,Eyewear Accessories,Cases & Holders,,,Cases & Holders
5170,49120,49139,49142,,,49142,Women's Fashion,Eyewear,Eyewear Accessories,Others,,,Others
39034,49291,49295,49295,,,49295,Industrial Supplies,Abrasives,Abrasive Wheels & Discs,,,,Abrasive Wheels & Discs
39034,49291,49317,49317,,,49317,Industrial Supplies,Abrasives,Polishing,,,,Polishing
49448,49453,49453,49453,,,49453,MTS Plans,Data Card,,,,,Data Card
49448,49452,49455,49455,,,49455,MTS Plans,Mobile,SMS STV,,,,SMS STV
49448,49452,49458,49458,,,49458,MTS Plans,Mobile,Data STV,,,,Data STV
49448,49453,49460,49460,,,49460,MTS Plans,Data Card,MBlaze STV,,,,MBlaze STV
49448,49453,49462,49462,,,49462,MTS Plans,Data Card,WiFi Ultra Recharges,,,,WiFi Ultra Recharges
5021,49807,49807,49807,,,49807,Deals Near You,Beauty and Spa,,,,,Beauty and Spa
5021,49810,49810,49810,,,49810,Deals Near You,Services,,,,,Services
8208,49847,49847,49847,,,49847,Upsell,Health & Wellness,,,,,Health & Wellness
8208,49850,49850,49850,,,49850,Upsell,Services,,,,,Services
5021,50178,50178,50178,,,50178,Deals Near You,Health & Wellness,,,,,Health & Wellness
8208,50183,50183,50183,,,50183,Upsell,Food & Beverage,,,,,Food & Beverage
6295,51396,51396,51396,,,51396,Home & Kitchen,Kitchen Storage & Containers,,,,,Kitchen Storage & Containers
6295,51396,51398,51399,,,51399,Home & Kitchen,Kitchen Storage & Containers,Food Storage,Container sets & combos,,,Container sets & combos
6295,51396,51398,51402,,,51402,Home & Kitchen,Kitchen Storage & Containers,Food Storage,Salt & Pepper Storage,,,Salt & Pepper Storage
6295,51396,51398,51405,,,51405,Home & Kitchen,Kitchen Storage & Containers,Food Storage,Tea Coffee & Sugar Storage,,,Tea Coffee & Sugar Storage
6295,51396,51398,51410,,,51410,Home & Kitchen,Kitchen Storage & Containers,Food Storage,Drink Sleeves,,,Drink Sleeves
6295,51396,51539,51539,,,51539,Home & Kitchen,Kitchen Storage & Containers,Bottles Flasks & Jugs,,,,Bottles Flasks & Jugs
6295,51396,51539,51541,,,51541,Home & Kitchen,Kitchen Storage & Containers,Bottles Flasks & Jugs,Jugs,,,Jugs
6295,51396,51543,51543,,,51543,Home & Kitchen,Kitchen Storage & Containers,Lunch Box & Tiffins,,,,Lunch Box & Tiffins
6295,51396,51544,51545,,,51545,Home & Kitchen,Kitchen Storage & Containers,Water Dispensers & Carriers,Water Carriers,,,Water Carriers
6295,51396,51539,51548,,,51548,Home & Kitchen,Kitchen Storage & Containers,Bottles Flasks & Jugs,Bottles,,,Bottles
6295,51552,51553,51553,,,51553,Home & Kitchen,Gas Stoves,Gas Stoves,,,,Gas Stoves
6295,26003,51555,51555,,,51555,Home & Kitchen,Bakeware,Moulds & Cookie Cutters,,,,Moulds & Cookie Cutters
6295,26003,51559,51559,,,51559,Home & Kitchen,Bakeware,Measuring Tools & Scales,,,,Measuring Tools & Scales
6295,6301,51567,51567,,,51567,Home & Kitchen,Cookware,Idli Maker,,,,Idli Maker
6295,6299,51569,51569,,,51569,Home & Kitchen,Kitchen Tools,Tongs Ladles & Spatulas,,,,Tongs Ladles & Spatulas
6295,6299,51573,51573,,,51573,Home & Kitchen,Kitchen Tools,Pasta & Pizza tools,,,,Pasta & Pizza tools
6295,6299,51580,51580,,,51580,Home & Kitchen,Kitchen Tools,Chakla belan sets,,,,Chakla belan sets
6295,51599,51601,51601,,,51601,Home & Kitchen,Dining & Serving,Dinner Sets,,,,Dinner Sets
6295,51599,51604,51604,,,51604,Home & Kitchen,Dining & Serving,Casseroles,,,,Casseroles
6295,51599,51606,51606,,,51606,Home & Kitchen,Dining & Serving,Tea & Coffee,,,,Tea & Coffee
6295,51599,51608,51608,,,51608,Home & Kitchen,Dining & Serving,Trays & Platters,,,,Trays & Platters
